"","City","Type","OS_reference","Points.Distance"
"481","Bristol","bus_stop","21796493",5.81886414565181
"482","Bristol","bus_stop","21795712",4.8437754263043
"483","Bristol","bus_stop","21795727",3.856497621375
"484","Bristol","bus_stop","21795775",5.80177784744401
"485","Bristol","bus_stop","21795287",5.75184820400397
"486","Bristol","bus_stop","21795436",7.13860360559697
"487","Bristol","bus_stop","21795466",5.76424221218198
"488","Bristol","bus_stop","21795479",5.75154242024032
"489","Bristol","bus_stop","21795587",5.78356788750401
"490","Bristol","bus_stop","21795204",5.77089407351799
"491","Bristol","bus_stop","21795232",14.2129617918033
"492","Bristol","bus_stop","21795264",5.73654067560036
"493","Bristol","bus_stop","21795991",5.79460862480145
"494","Bristol","bus_stop","21795666",5.79487452410162
"495","Bristol","bus_stop","21795703",4.84036484690045
"496","Bristol","bus_stop","21796475",8.07765108845909
"497","Bristol","bus_stop","21796485",0.796793473361168
"498","Bristol","bus_stop","21796523",5.94958091209562
"499","Bristol","bus_stop","21796560",5.79780335007121
"500","Bristol","bus_stop","21796574",5.78951485925242
"501","Bristol","bus_stop","21796577",36.1915447408578
"502","Bristol","bus_stop","21796635",5.80830549803326
"503","Bristol","bus_stop","21796672",5.77316199483606
"504","Bristol","bus_stop","21795616",5.78868036579377
"505","Bristol","bus_stop","21795238",3.78202483617963
"506","Bristol","bus_stop","21795410",5.75120396023553
"507","Bristol","bus_stop","21795500",5.7694111617985
"508","Bristol","bus_stop","21795543",5.75678504015562
"509","Bristol","bus_stop","21795050",5.59547290451104
"510","Bristol","bus_stop","21795145",5.75439394079552
"511","Bristol","bus_stop","21795203",5.76925262276175
"512","Bristol","bus_stop","21795318",5.75099274641379
"513","Bristol","bus_stop","21795325",5.75609116686301
"514","Bristol","bus_stop","21795349",5.76707036174553
"515","Bristol","bus_stop","21795354",10.4207869591065
"516","Bristol","bus_stop","21796107",28.7995264665043
"517","Bristol","bus_stop","21796157",137.013927928452
"518","Bristol","bus_stop","21796179",8.86260973573026
"519","Bristol","bus_stop","21796265",5.81099010208429
"520","Bristol","bus_stop","21796274",9.80601197985366
"521","Bristol","bus_stop","21796293",3.56261425628794
"522","Bristol","bus_stop","21796296",16.1907327991536
"523","Bristol","bus_stop","21796376",75.1240866863323
"524","Bristol","bus_stop","21796415",10.2067772850541
"525","Bristol","bus_stop","21796417",15.8894681923746
"526","Bristol","bus_stop","21796346",10.4360841167538
"527","Bristol","bus_stop","21795639",5.80393380164987
"528","Bristol","bus_stop","21795771",8.49515508594409
"529","Bristol","bus_stop","21795915",5.80572069803137
"530","Bristol","bus_stop","21796699",5.7718701729487
"531","Bristol","bus_stop","21796510",6.40694103615503
"532","Bristol","bus_stop","21796468",26.593840787318
"533","Bristol","bus_stop","21796533",5.82209360763811
"534","Bristol","bus_stop","21796581",3.75633155060622
"535","Bristol","bus_stop","21796585",10.9723260571202
"536","Bristol","bus_stop","21796612",5.82371819371742
"537","Bristol","bus_stop","21796616",11.8616634171426
"538","Bristol","bus_stop","21796617",13.1892991164867
"539","Bristol","bus_stop","21796161",145.691666993086
"540","Bristol","bus_stop","21796254",4.75780459864724
"541","Bristol","bus_stop","21795390",5.78291809397594
