"","X.uid","City Nodes","Relevant Nodes","city","total_nodes"
"1",59,4,NA,"bristol",34685
"2",64,1,NA,"bristol",51008
"3",70,13,NA,"bristol",61278
"4",131,6,NA,"bristol",94731
"5",165,281,10,"bristol",930389
"6",179,1,NA,"bristol",18386
"7",308,175,9,"bristol",4238405
"8",364,609,1,"bristol",206861
"9",371,1,NA,"bristol",819785
"10",508,304,NA,"bristol",742312
"11",661,5,NA,"bristol",7253
"12",682,3,NA,"bristol",121293
"13",736,7,NA,"bristol",1184827
"14",1030,1,NA,"bristol",22962
"15",1295,6,NA,"bristol",449231
"16",1494,22,NA,"bristol",340
"17",1611,4,NA,"bristol",400490
"18",1970,5,NA,"bristol",2916
"19",2098,1,NA,"bristol",241534
"20",2160,4265,73,"bristol",17384
"21",2231,2,NA,"bristol",199122
"22",2274,1,NA,"bristol",665612
"23",2355,137,NA,"bristol",1045
"24",2492,1,NA,"bristol",123938
"25",3422,1270,4,"bristol",167679
"26",3460,55,NA,"bristol",18425
"27",3516,1,NA,"bristol",13173449
"28",3560,111,NA,"bristol",3321848
"29",3582,10,NA,"bristol",438694
"30",3937,13474,204,"bristol",367445
"31",4049,17,NA,"bristol",150305
"32",4622,3,NA,"bristol",43481
"33",4663,96,NA,"bristol",1115607
"34",4907,1864,1,"bristol",11925
"35",4951,140,5,"bristol",1669368
"36",5121,7,NA,"bristol",199147
"37",5164,242,NA,"bristol",1629499
"38",5352,4,NA,"bristol",36024
"39",5452,6,NA,"bristol",32942
"40",5541,45,NA,"bristol",878223
"41",5589,25,NA,"bristol",151881
"42",5748,1,NA,"bristol",1540675
"43",5926,25,NA,"bristol",843041
"44",5984,1,NA,"bristol",75
"45",6292,2,NA,"bristol",116719
"46",6302,8,NA,"bristol",521
"47",6359,1,NA,"bristol",6223
"48",6462,7,NA,"bristol",305
"49",6967,394,3,"bristol",4072
"50",6975,1,NA,"bristol",179279
"51",7037,76,NA,"bristol",1118950
"52",7437,7,7,"bristol",210518
"53",7630,1,NA,"bristol",273874
"54",7725,5,NA,"bristol",6178
"55",8235,18,NA,"bristol",183244
"56",8257,35,NA,"bristol",3654
"57",8684,149,NA,"bristol",73323
"58",8821,8,NA,"bristol",162008
"59",9514,1,NA,"bristol",23829
"60",9515,135,119,"bristol",6773
"61",10684,1,NA,"bristol",22
"62",10983,217,7,"bristol",1159328
"63",11126,3,NA,"bristol",576645
"64",11463,1368,13,"bristol",74080
"65",12783,1,NA,"bristol",120583
"66",12992,11,1,"bristol",262443
"67",13203,12,NA,"bristol",1440639
"68",13832,1,NA,"bristol",1459376
"69",14020,305,6,"bristol",612899
"70",14841,9,NA,"bristol",8614
"71",14846,217441,3607,"bristol",586638
"72",15344,852,295,"bristol",2639
"73",17133,2,2,"bristol",21
"74",17434,433,4,"bristol",45042
"75",19192,1,1,"bristol",112641
"76",19803,4,1,"bristol",70
"77",20103,30,NA,"bristol",36641
"78",20517,43,NA,"bristol",29976
"79",21189,1,NA,"bristol",83265
"80",21502,3,NA,"bristol",71850
"81",21972,905,8,"bristol",19070
"82",22076,4542,90,"bristol",5944
"83",23151,97,NA,"bristol",3424
"84",24119,117,NA,"bristol",838393
"85",24126,2,NA,"bristol",160413
"86",24256,78,NA,"bristol",177481
"87",25504,1,NA,"bristol",38202
"88",26100,2,NA,"bristol",385
"89",26348,1,NA,"bristol",93981
"90",26599,19,NA,"bristol",1522887
"91",28024,8052,6,"bristol",421533
"92",28399,763,11,"bristol",198621
"93",28589,227,NA,"bristol",11476
"94",28794,1,NA,"bristol",261952
"95",28854,105,NA,"bristol",2091
"96",29370,4,NA,"bristol",50043
"97",30525,277,NA,"bristol",2294341
"98",30669,89,6,"bristol",39347
"99",31257,229,2,"bristol",237913
"100",31795,3,NA,"bristol",80975
"101",34009,1,NA,"bristol",2079
"102",34555,85,NA,"bristol",220098
"103",35313,1,NA,"bristol",18844
"104",37137,293,3,"bristol",443700
"105",37528,9,NA,"bristol",10322
"106",38239,2,NA,"bristol",3295140
"107",38487,16,NA,"bristol",59412827
"108",38588,371,7,"bristol",553578
"109",39457,1,NA,"bristol",582317
"110",39504,2,1,"bristol",3265219
"111",40796,3,NA,"bristol",1074
"112",42123,2,NA,"bristol",3904526
"113",44221,16,NA,"bristol",678627
"114",45399,61,NA,"bristol",74158
"115",47892,1,NA,"bristol",517084
"116",47978,2,NA,"bristol",427415
"117",51722,1178,NA,"bristol",1144075
"118",53014,1041,35,"bristol",20892
"119",53626,1,NA,"bristol",333
"120",54132,1,NA,"bristol",94
"121",55365,332,5,"bristol",7528
"122",55386,3,NA,"bristol",32
"123",55661,4,NA,"bristol",28068
"124",55782,276,NA,"bristol",141922
"125",57714,2,NA,"bristol",7514
"126",57884,64,NA,"bristol",4105722
"127",57932,34,1,"bristol",218583
"128",61216,6074,33,"bristol",3329109
"129",61942,4,NA,"bristol",1832843
"130",63284,5,NA,"bristol",47148
"131",63807,1002,8,"bristol",401558
"132",63953,3,NA,"bristol",561
"133",64255,1,NA,"bristol",125623
"134",65103,53,NA,"bristol",24713
"135",66391,2,NA,"bristol",632235
"136",66915,20,NA,"bristol",282333
"137",67141,17,NA,"bristol",547633
"138",67862,2,NA,"bristol",268089
"139",68028,247,1,"bristol",5606
"140",68729,21,NA,"bristol",422
"141",69102,1,NA,"bristol",306580
"142",69211,10,NA,"bristol",97503
"143",69399,425,NA,"bristol",30439
"144",69853,2,NA,"bristol",1355556
"145",69984,164,NA,"bristol",969124
"146",70696,8,NA,"bristol",4295885
"147",71261,1,NA,"bristol",555107
"148",72963,1,NA,"bristol",13349
"149",76002,3,NA,"bristol",351471
"150",76617,45,9,"bristol",137463
"151",78656,17,1,"bristol",1125869
"152",81429,5,NA,"bristol",27850
"153",82241,150,NA,"bristol",167004
"154",82264,449,1,"bristol",20113
"155",82389,1,1,"bristol",759
"156",82783,155,7,"bristol",818208
"157",82820,13,NA,"bristol",298249
"158",84263,55,25,"bristol",835166
"159",84681,136,33,"bristol",2722251
"160",87991,20,NA,"bristol",175737
"161",88164,8,NA,"bristol",157571
"162",88637,5,NA,"bristol",59382
"163",88771,56,NA,"bristol",39945
"164",89098,15,NA,"bristol",236166
"165",90780,1,NA,"bristol",1850108
"166",91225,92,NA,"bristol",2588497
"167",91657,5,2,"bristol",1471515
"168",92274,1,NA,"bristol",256621
"169",93583,149,5,"bristol",47189
"170",94578,3,NA,"bristol",4678017
"171",94804,1,NA,"bristol",111595
"172",96691,2,NA,"bristol",40
"173",97374,66,3,"bristol",1268
"174",98717,661,2,"bristol",49415
"175",99139,1,NA,"bristol",5403
"176",100816,236,NA,"bristol",353
"177",101150,2,NA,"bristol",254496
"178",103253,1,NA,"bristol",1465914
"179",104459,911,852,"bristol",315514
"180",104856,41,2,"bristol",77290
"181",108887,153,5,"bristol",722
"182",109205,2,NA,"bristol",4870
"183",110263,32,NA,"bristol",1129276
"184",112612,23,2,"bristol",169
"185",112997,4,NA,"bristol",81297
"186",113669,6,NA,"bristol",152354
"187",114161,33,NA,"bristol",504364
"188",115894,54922,562,"bristol",841566
"189",118021,6,1,"bristol",177551
"190",118262,6,6,"bristol",188116
"191",120497,2,NA,"bristol",141
"192",122528,19,NA,"bristol",2845
"193",125259,3,NA,"bristol",2047066
"194",125339,1,NA,"bristol",1558944
"195",127526,3,NA,"bristol",24479
"196",128017,1,NA,"bristol",36898
"197",128186,24,NA,"bristol",355205
"198",129933,2,NA,"bristol",839
"199",132484,28,NA,"bristol",3285
"200",133272,2,NA,"bristol",51929
"201",138706,3,1,"bristol",4788
"202",141093,1,NA,"bristol",5388
"203",141442,19,2,"bristol",7961
"204",142710,14431,315,"bristol",104921
"205",145231,54,4,"bristol",23941195
"206",147459,2,NA,"bristol",76105
"207",147510,11,11,"bristol",171099544
"208",148776,1,NA,"bristol",452384
"209",151378,1,NA,"bristol",17
"210",152289,3,NA,"bristol",245488
"211",155917,2,NA,"bristol",88806
"212",161448,38,4,"bristol",2231
"213",161619,9,NA,"bristol",1757400
"214",162215,5,NA,"bristol",1106
"215",164534,3,NA,"bristol",279
"216",165061,78,NA,"bristol",1289696
"217",166129,1,NA,"bristol",276465
"218",168024,2,NA,"bristol",127
"219",169970,136,3,"bristol",6024
"220",171900,45,NA,"bristol",1634
"221",172061,1,NA,"bristol",3056551
"222",172180,5,NA,"bristol",7761
"223",174237,11,NA,"bristol",91
"224",175405,13,NA,"bristol",5661
"225",177721,7,NA,"bristol",1183
"226",178263,29,NA,"bristol",2222
"227",178626,153,NA,"bristol",462387
"228",181135,3,NA,"bristol",346959
"229",184272,3,NA,"bristol",27
"230",184762,68,NA,"bristol",111886
"231",185805,39,NA,"bristol",5144
"232",185976,40,10,"bristol",128243
"233",187150,1,NA,"bristol",156
"234",188349,3,NA,"bristol",134922
"235",188405,8,NA,"bristol",416
"236",189341,182,NA,"bristol",331832
"237",189782,3404,144,"bristol",123627
"238",190095,3,1,"bristol",1941
"239",190291,3,NA,"bristol",23
"240",190869,1,NA,"bristol",9594
"241",192395,2,NA,"bristol",620525
"242",196315,2,NA,"bristol",46
"243",196654,2210,6,"bristol",459102
"244",201095,10,2,"bristol",83648
"245",201359,1,NA,"bristol",804787
"246",203499,2,NA,"bristol",3
"247",207581,5,NA,"bristol",6678470
"248",207745,12,NA,"bristol",7448381
"249",212620,1,NA,"bristol",245
"250",212994,113,NA,"bristol",308
"251",217070,8,NA,"bristol",1608178
"252",217382,3,NA,"bristol",2514
"253",220669,6760,310,"bristol",37421
"254",225706,1,NA,"bristol",9
"255",227149,1,NA,"bristol",40
"256",229064,3,NA,"bristol",250
"257",229639,26,NA,"bristol",26
"258",229756,1,NA,"bristol",237
"259",231477,21,NA,"bristol",26899
"260",232621,13,NA,"bristol",49042
"261",234234,3,NA,"bristol",16699
"262",238584,55,12,"bristol",192683
"263",251543,2,NA,"bristol",72328
"264",256285,2381,340,"bristol",6607
"265",260185,2,1,"bristol",11
"266",260682,4,NA,"bristol",207718
"267",262028,3,NA,"bristol",71
"268",279806,48,NA,"bristol",25539
"269",281267,115,2,"bristol",670701
"270",284656,4,NA,"bristol",517
"271",290680,3,NA,"bristol",513336
"272",292665,33,NA,"bristol",2222326
"273",293279,9,NA,"bristol",360
"274",297508,1,1,"bristol",2
"275",299962,4,NA,"bristol",3793
"276",307515,1,NA,"bristol",8
"277",313758,94,12,"bristol",5355
"278",314125,855,32,"bristol",18504
"279",314635,5,NA,"bristol",92032
"280",322039,1,NA,"bristol",64842
"281",322160,4,NA,"bristol",6
"282",322785,140,2,"bristol",730446
"283",323585,1,NA,"bristol",70
"284",324778,9,1,"bristol",90
"285",326273,97,4,"bristol",2183
"286",329877,37,NA,"bristol",171474
"287",334169,65,NA,"bristol",108228
"288",336460,28,NA,"bristol",576973
"289",336483,1,NA,"bristol",13
"290",338022,32,NA,"bristol",136236
"291",339581,12,NA,"bristol",235356
"292",341519,91,9,"bristol",907844
"293",346039,7,1,"bristol",18935
"294",354687,11,NA,"bristol",415
"295",355242,2,NA,"bristol",302577
"296",360322,25,NA,"bristol",6204
"297",360562,2,NA,"bristol",156335
"298",364704,8,NA,"bristol",82
"299",365781,1318,19,"bristol",98827
"300",373096,10,NA,"bristol",10479
"301",376333,23,NA,"bristol",836
"302",384336,4,1,"bristol",88
"303",392827,3,NA,"bristol",6991289
"304",393402,4,2,"bristol",169
"305",396812,3,NA,"bristol",4505
"306",401842,1,NA,"bristol",3
"307",406340,213,NA,"bristol",3569
"308",406589,1,NA,"bristol",19126
"309",410760,16,NA,"bristol",207
"310",411244,7,NA,"bristol",167650
"311",417980,1,NA,"bristol",10
"312",420805,8,NA,"bristol",67
"313",427658,6,NA,"bristol",90914
"314",435753,1038,2,"bristol",10076
"315",436419,1,NA,"bristol",2623799
"316",437598,45,1,"bristol",2882213
"317",439547,241,5,"bristol",335117
"318",442210,1,1,"bristol",443614
"319",445666,32,NA,"bristol",194130
"320",445671,451,NA,"bristol",468922
"321",449882,4,NA,"bristol",9
"322",457702,2,NA,"bristol",7
"323",463237,1,NA,"bristol",2675
"324",464972,660,6,"bristol",3665
"325",468299,1,NA,"bristol",96606
"326",470554,119,21,"bristol",2742
"327",482836,314,NA,"bristol",394702
"328",486975,165,NA,"bristol",457
"329",490156,2,NA,"bristol",19
"330",491838,6,NA,"bristol",11
"331",493595,62,30,"bristol",775956
"332",497208,1,1,"bristol",1
"333",500303,15,NA,"bristol",2559
"334",502095,8527,15,"bristol",14478
"335",507614,1,NA,"bristol",63
"336",509317,1,NA,"bristol",1
"337",510836,1,NA,"bristol",4874704
"338",519501,8,NA,"bristol",934484
"339",520239,1,NA,"bristol",13852
"340",524375,1,NA,"bristol",16
"341",524500,9,1,"bristol",68123
"342",529926,2,NA,"bristol",770
"343",533465,6,NA,"bristol",1023981
"344",534393,1,NA,"bristol",205428
"345",535465,3,NA,"bristol",4
"346",537267,26,NA,"bristol",317
"347",545369,1,NA,"bristol",117295
"348",546151,1,1,"bristol",67
"349",549810,5,NA,"bristol",223
"350",565340,33,NA,"bristol",59
"351",567706,115,NA,"bristol",193038
"352",580520,1,NA,"bristol",1
"353",582821,6,NA,"bristol",11
"354",583601,459,6,"bristol",935
"355",584960,80,5,"bristol",188
"356",585622,4,NA,"bristol",8
"357",593156,1,NA,"bristol",637
"358",605329,2674,33,"bristol",6876
"359",605402,1,NA,"bristol",2802156
"360",607399,452,1,"bristol",306507
"361",609117,2,NA,"bristol",13
"362",611535,2,1,"bristol",62
"363",616774,2,1,"bristol",433422
"364",622923,7,NA,"bristol",78
"365",623534,30,NA,"bristol",1436
"366",631239,2,NA,"bristol",34
"367",638183,2,NA,"bristol",84651
"368",640568,36,1,"bristol",1058
"369",646219,1,NA,"bristol",18
"370",646382,1,NA,"bristol",2
"371",658342,1,NA,"bristol",9
"372",668671,402,2,"bristol",4905
"373",675896,17,5,"bristol",596
"374",691388,176,1,"bristol",48511
"375",698020,2,1,"bristol",4
"376",698978,25,NA,"bristol",3657
"377",700500,11,NA,"bristol",148788
"378",708201,7,3,"bristol",12806
"379",709869,5,NA,"bristol",7
"380",710752,3,NA,"bristol",45
"381",711187,1078,12,"bristol",82230
"382",714383,230,NA,"bristol",777539
"383",714908,1,NA,"bristol",52080
"384",722137,10,1,"bristol",20284959
"385",762180,1,NA,"bristol",4172
"386",768145,1,NA,"bristol",201366
"387",770155,3165,228,"bristol",22123
"388",782788,20,NA,"bristol",156616
"389",795290,1,NA,"bristol",243917
"390",820997,1,NA,"bristol",202
"391",822380,10,1,"bristol",64
"392",855381,3,1,"bristol",3258
"393",873940,196,3,"bristol",157690
"394",914661,30,NA,"bristol",77
"395",919868,2,NA,"bristol",2
"396",950182,2,NA,"bristol",654036
"397",953801,1,NA,"bristol",441
"398",959834,2,NA,"bristol",1475
"399",972559,1,NA,"bristol",132
"400",974776,3,NA,"bristol",2471
"401",976599,25,NA,"bristol",179376
"402",1016290,2,NA,"bristol",1397027
"403",1026865,5,NA,"bristol",12
"404",1051550,5,NA,"bristol",143559
"405",1095642,71,NA,"bristol",206
"406",1133617,1,NA,"bristol",4
"407",1145676,1182,12,"bristol",2215
"408",1208451,1,NA,"bristol",3
"409",1210645,30,NA,"bristol",3187
"410",1220232,45,NA,"bristol",57
"411",1227175,33,1,"bristol",81248
"412",1228139,1,NA,"bristol",3
"413",1228367,1,1,"bristol",32
"414",1229950,147,NA,"bristol",82885
"415",1240849,4,NA,"bristol",4463961
"416",1242281,1,NA,"bristol",16
"417",1258896,73,4,"bristol",489
"418",1287172,2,NA,"bristol",1915
"419",1288001,6,NA,"bristol",907
"420",1294800,8,NA,"bristol",29836
"421",1317579,2,1,"bristol",27432
"422",1340562,3,NA,"bristol",19
"423",1380078,1,NA,"bristol",349
"424",1411262,94,NA,"bristol",107
"425",1428292,7,3,"bristol",97
"426",1428763,12,1,"bristol",23
"427",1438265,17,NA,"bristol",39
"428",1444566,5,NA,"bristol",24
"429",1464471,37,1,"bristol",259
"430",1479822,24,NA,"bristol",24
"431",1498508,22,1,"bristol",410
"432",1540371,1,NA,"bristol",42166
"433",1542511,1,NA,"bristol",3
"434",1554107,1,NA,"bristol",38127
"435",1584881,2,1,"bristol",7
"436",1617449,5,1,"bristol",328263
"437",1653049,15,NA,"bristol",15
"438",1676167,1,NA,"bristol",23
"439",1680091,87,1,"bristol",56116
"440",1721636,16,1,"bristol",32
"441",1738990,2,NA,"bristol",92
"442",1761390,2,NA,"bristol",21
"443",1763396,2,NA,"bristol",299
"444",1768623,29,4,"bristol",119
"445",1777661,6,NA,"bristol",81
"446",1778799,49,1,"bristol",1493564
"447",1783785,1,1,"bristol",288191
"448",1793380,25,7,"bristol",54
"449",1794541,29,3,"bristol",71
"450",1801980,1,NA,"bristol",3
"451",1801986,10,NA,"bristol",84
"452",1829683,3,NA,"bristol",3356771
"453",1830192,1,NA,"bristol",956350
"454",1834585,2,2,"bristol",6
"455",1836471,1,NA,"bristol",1631
"456",1869781,6,NA,"bristol",82362
"457",1875711,1,NA,"bristol",5
"458",1878856,2,NA,"bristol",29250
"459",1882275,1,NA,"bristol",13
"460",1883143,288,42,"bristol",989
"461",1883768,2,2,"bristol",11
"462",1910479,48,NA,"bristol",25066
"463",1915697,4,NA,"bristol",4891
"464",1917292,10,NA,"bristol",511
"465",1931207,12,1,"bristol",180
"466",1935076,9,NA,"bristol",84
"467",1938162,1,NA,"bristol",16
"468",1953533,10,NA,"bristol",16
"469",1964778,7,NA,"bristol",4130
"470",1976630,34,NA,"bristol",344
"471",1979461,1,NA,"bristol",1
"472",1982964,13,NA,"bristol",7323
"473",1985796,7,NA,"bristol",19
"474",1995266,1,1,"bristol",21266
"475",2006109,1,NA,"bristol",1
"476",2015224,11,NA,"bristol",410957
"477",2028194,160,NA,"bristol",3911
"478",2037901,101,NA,"bristol",73006
"479",2049949,39,1,"bristol",1637
"480",2053523,25,NA,"bristol",218
"481",2083667,1,1,"bristol",692
"482",2102783,8,NA,"bristol",448
"483",2108413,1,NA,"bristol",471
"484",2115749,1,NA,"bristol",449217
"485",2132244,1,NA,"bristol",5
"486",2144605,8,1,"bristol",86893
"487",2147085,8,NA,"bristol",46
"488",2148276,201,11,"bristol",1233
"489",2187669,2,NA,"bristol",480
"490",2224934,6,NA,"bristol",434
"491",2226712,5,NA,"bristol",2751278
"492",2241652,63,4,"bristol",103
"493",2241948,1,1,"bristol",1
"494",2252400,5,NA,"bristol",5
"495",2252409,19,NA,"bristol",32
"496",2252635,30,NA,"bristol",506
