"","X.uid","City Nodes","Relevant Nodes","city","total_nodes"
"1911",311271,1,1,"manchester",18
"1912",313111,2,NA,"manchester",315925
"1913",314635,7974,NA,"manchester",92032
"1914",314721,1,NA,"manchester",170
"1915",315015,1,NA,"manchester",3406596
"1916",316232,2,NA,"manchester",41204
"1917",317039,539,16,"manchester",1800
"1918",317060,1,NA,"manchester",5
"1919",319081,303,6,"manchester",612
"1920",319416,1,1,"manchester",25
"1921",321417,4,1,"manchester",7
"1922",321430,809,NA,"manchester",5274
"1923",321836,5,NA,"manchester",411
"1924",322127,3,NA,"manchester",5
"1925",322503,9,NA,"manchester",51
"1926",322717,6,NA,"manchester",182
"1927",322785,2127,11,"manchester",730446
"1928",324405,1,NA,"manchester",3974705
"1929",325416,402,NA,"manchester",304032
"1930",325611,2,NA,"manchester",16
"1931",326548,2,NA,"manchester",11
"1932",327578,601,1,"manchester",207099
"1933",328986,1277,NA,"manchester",10520
"1934",329453,1,NA,"manchester",143162
"1935",329608,101,5,"manchester",316
"1936",329877,264,NA,"manchester",171474
"1937",330196,2,NA,"manchester",217
"1938",331548,30,NA,"manchester",102762
"1939",333000,2,1,"manchester",20
"1940",333512,87,NA,"manchester",24656
"1941",333662,8,NA,"manchester",131
"1942",333880,25,NA,"manchester",5019
"1943",334120,3,NA,"manchester",162306
"1944",334129,9167,148,"manchester",22154
"1945",336327,4,NA,"manchester",6
"1946",336460,192,NA,"manchester",576973
"1947",338022,8,NA,"manchester",136236
"1948",339188,1,NA,"manchester",32
"1949",339581,36,4,"manchester",235356
"1950",339818,55,1,"manchester",33286
"1951",340916,24,NA,"manchester",1503
"1952",341248,13,NA,"manchester",24
"1953",341519,1466,80,"manchester",907844
"1954",345507,856,4,"manchester",2965
"1955",345640,57,2,"manchester",182
"1956",346039,12,2,"manchester",18935
"1957",347204,1,1,"manchester",1
"1958",347347,5,NA,"manchester",9
"1959",347433,1,NA,"manchester",1
"1960",348949,256,15,"manchester",434
"1961",349367,764,1,"manchester",1005
"1962",350183,33,NA,"manchester",2840
"1963",350344,18,6,"manchester",59
"1964",350421,10,NA,"manchester",888
"1965",350549,400,19,"manchester",316620
"1966",351682,3,NA,"manchester",5
"1967",351863,10,NA,"manchester",25
"1968",352540,3,NA,"manchester",104
"1969",352763,2,NA,"manchester",6
"1970",352832,1636,2,"manchester",15571
"1971",352985,78,4,"manchester",189146
"1972",353053,12181,8,"manchester",41151
"1973",353775,5,NA,"manchester",14
"1974",354406,16863,63,"manchester",29813
"1975",354656,14,NA,"manchester",23
"1976",355440,62,NA,"manchester",232
"1977",355735,35,5,"manchester",4004
"1978",355960,2,NA,"manchester",10
"1979",356864,2,NA,"manchester",10
"1980",357346,4,NA,"manchester",44
"1981",358953,3249,48,"manchester",7440
"1982",359193,36,1,"manchester",196242
"1983",359772,3,1,"manchester",603
"1984",359906,32,NA,"manchester",58
"1985",360392,22,NA,"manchester",4463766
"1986",360562,4,1,"manchester",156335
"1987",360841,2,NA,"manchester",3
"1988",360873,57,2,"manchester",148
"1989",361569,1,1,"manchester",3
"1990",362252,150,1,"manchester",579
"1991",362391,43,NA,"manchester",260555
"1992",363573,2,NA,"manchester",13
"1993",363696,10,NA,"manchester",55
"1994",363967,2,NA,"manchester",33
"1995",364088,1,1,"manchester",4
"1996",364295,1154,NA,"manchester",15654
"1997",364299,1,NA,"manchester",1
"1998",364989,37,NA,"manchester",129273
"1999",365966,201,17,"manchester",652
"2000",367485,2,NA,"manchester",2
"2001",368215,70,NA,"manchester",17992
"2002",368578,2,NA,"manchester",10
"2003",368860,20,NA,"manchester",1101
"2004",371213,32,NA,"manchester",185
"2005",371370,3,1,"manchester",3
"2006",373565,18,1,"manchester",197
"2007",374907,2,NA,"manchester",52
"2008",376459,4287,NA,"manchester",70874
"2009",377880,1,NA,"manchester",2
"2010",378442,1,NA,"manchester",5
"2011",378484,110,NA,"manchester",8783
"2012",379166,193,NA,"manchester",374640
"2013",380333,63,1,"manchester",16484
"2014",381887,1,NA,"manchester",384089
"2015",381997,6,NA,"manchester",178
"2016",384084,5,NA,"manchester",3592458
"2017",384296,1882,NA,"manchester",4091
"2018",384887,131,3,"manchester",10058
"2019",385581,4,NA,"manchester",34
"2020",385627,2,NA,"manchester",4
"2021",386064,1240,4,"manchester",7288
"2022",386089,8,NA,"manchester",10
"2023",386125,2,NA,"manchester",11
"2024",387343,204,1,"manchester",5495
"2025",388496,3,NA,"manchester",6
"2026",388774,6,NA,"manchester",1098660
"2027",389348,1,NA,"manchester",20
"2028",391583,2,2,"manchester",4
"2029",392664,16,2,"manchester",5362
"2030",392827,64,NA,"manchester",6991289
"2031",395076,382,5,"manchester",1403
"2032",396743,23,NA,"manchester",667668
"2033",397434,408,1,"manchester",506
"2034",397468,1,1,"manchester",13
"2035",397491,1,1,"manchester",2
"2036",398086,5,1,"manchester",409105
"2037",399008,39,24,"manchester",220
"2038",399432,296,NA,"manchester",12073
"2039",403518,412,1,"manchester",1035
"2040",404175,2505,57,"manchester",4204
"2041",405681,13,NA,"manchester",2213
"2042",406589,105,NA,"manchester",19126
"2043",407299,2,NA,"manchester",9
"2044",410313,1899,174,"manchester",2615
"2045",411244,1484,5,"manchester",167652
"2046",411497,15,2,"manchester",139
"2047",411634,3,1,"manchester",11
"2048",412056,1,NA,"manchester",1
"2049",412105,7,NA,"manchester",4748
"2050",412449,34,NA,"manchester",1506
"2051",412560,1735,12,"manchester",1105962
"2052",412804,7,NA,"manchester",61
"2053",413286,54,3,"manchester",239
"2054",416166,26,1,"manchester",77
"2055",422682,1,NA,"manchester",4
"2056",424779,16,3,"manchester",21
"2057",425348,63,NA,"manchester",2717
"2058",425482,1,NA,"manchester",20
"2059",426284,1,NA,"manchester",30
"2060",427694,675,1,"manchester",15683
"2061",428524,1,NA,"manchester",9
"2062",428545,221,6,"manchester",391
"2063",429621,130,NA,"manchester",1150
"2064",430743,5,NA,"manchester",11
"2065",430945,1,NA,"manchester",2
"2066",431045,153,1,"manchester",30464
"2067",431837,1,NA,"manchester",15
"2068",431999,2,NA,"manchester",9
"2069",432605,16,NA,"manchester",41109
"2070",436419,14,1,"manchester",2623799
"2071",437598,382,2,"manchester",2883487
"2072",438299,1,NA,"manchester",1164393
"2073",440256,270,NA,"manchester",9463
"2074",440331,1,NA,"manchester",2
"2075",441130,1,NA,"manchester",1
"2076",441589,5351,31,"manchester",8414
"2077",441610,3,NA,"manchester",135
"2078",442210,10,NA,"manchester",443614
"2079",442529,4,NA,"manchester",5
"2080",445666,1065,2,"manchester",194130
"2081",445671,310,8,"manchester",468922
"2082",445789,15,NA,"manchester",24
"2083",447371,1,NA,"manchester",3
"2084",453141,184,1,"manchester",54673
"2085",454589,55,NA,"manchester",732046
"2086",454759,163,1,"manchester",1114
"2087",456013,34,NA,"manchester",369
"2088",456047,1412,NA,"manchester",42492
"2089",457818,47,NA,"manchester",92
"2090",457966,932,15,"manchester",669447
"2091",458075,82,1,"manchester",179
"2092",459239,1,NA,"manchester",1
"2093",460679,1,NA,"manchester",2
"2094",460818,6,NA,"manchester",22
"2095",460913,1226,12,"manchester",13060
"2096",461719,1,NA,"manchester",12035
"2097",461785,1,NA,"manchester",1
"2098",463360,50,NA,"manchester",22787
"2099",464727,45,NA,"manchester",20999
"2100",465486,13,NA,"manchester",2204
"2101",466255,28,3,"manchester",125
"2102",466627,2228,2,"manchester",4003
"2103",467516,23,NA,"manchester",421
"2104",467986,233,NA,"manchester",2211
"2105",469022,28,NA,"manchester",2489
"2106",469210,1,NA,"manchester",3
"2107",470034,1,NA,"manchester",87221
"2108",470347,53,NA,"manchester",1482
"2109",470606,1,1,"manchester",1
"2110",472957,1,NA,"manchester",242
"2111",473119,1,1,"manchester",118
"2112",473206,2,NA,"manchester",2235
"2113",474225,4,NA,"manchester",38055
"2114",475106,29,NA,"manchester",39
"2115",475800,16,NA,"manchester",32
"2116",477029,16,1,"manchester",23
"2117",477289,38,1,"manchester",70
"2118",477427,88,NA,"manchester",122
"2119",478859,16,NA,"manchester",667
"2120",478876,3,NA,"manchester",4
"2121",479143,427,NA,"manchester",534
"2122",479256,2,NA,"manchester",3405861
"2123",479574,954,34,"manchester",1575
"2124",481116,40,2,"manchester",1710625
"2125",481818,1,NA,"manchester",3
"2126",481934,1,NA,"manchester",1658699
"2127",482491,23,1,"manchester",40
"2128",483666,18,NA,"manchester",201096
"2129",484041,1,NA,"manchester",3
"2130",484443,15,NA,"manchester",32
"2131",486935,2,NA,"manchester",44
"2132",488953,178,1,"manchester",10086
"2133",489324,18,NA,"manchester",43
"2134",492311,5,NA,"manchester",63964
"2135",493595,3729,186,"manchester",775956
"2136",494726,19,NA,"manchester",61139
"2137",494790,22,NA,"manchester",22539
"2138",496081,698,3,"manchester",9412
"2139",497849,34,3,"manchester",1282273
"2140",499672,381,33,"manchester",8523
"2141",500543,220,6,"manchester",5818
"2142",500789,1733,25,"manchester",3024
"2143",501118,68,NA,"manchester",110
"2144",501837,112,1,"manchester",33396
"2145",502174,8,NA,"manchester",48
"2146",502525,2931,50,"manchester",6335
"2147",505667,1,1,"manchester",545884
"2148",507228,1,NA,"manchester",12
"2149",507276,1,NA,"manchester",512578
"2150",510836,15,NA,"manchester",4874704
"2151",510887,4,NA,"manchester",2945
"2152",511159,731,20,"manchester",3861
"2153",511782,10,1,"manchester",13
"2154",512167,3396,13,"manchester",16699
"2155",513181,7,NA,"manchester",55
"2156",514683,1732,122,"manchester",30869
"2157",516850,23,NA,"manchester",16681
"2158",516939,1,NA,"manchester",13
"2159",519501,53,2,"manchester",934490
"2160",520470,2,NA,"manchester",69
"2161",520488,2,NA,"manchester",19
"2162",521378,769,9,"manchester",1267
"2163",521647,295,1,"manchester",1677
"2164",521951,20,NA,"manchester",33
"2165",521954,17,NA,"manchester",18
"2166",522508,1409,61,"manchester",7425
"2167",523764,2,NA,"manchester",60
"2168",524500,26,4,"manchester",68123
"2169",525836,1,NA,"manchester",2
"2170",529040,5,1,"manchester",28
"2171",531264,1,NA,"manchester",2
"2172",533465,40,15,"manchester",1023981
"2173",534214,4,NA,"manchester",21
"2174",534393,5,NA,"manchester",205428
"2175",535290,1,NA,"manchester",1
"2176",536623,9,NA,"manchester",13
"2177",537646,25,1,"manchester",36
"2178",538831,31,NA,"manchester",1023
"2179",539660,28,NA,"manchester",1129
"2180",543056,6,2,"manchester",15
"2181",543588,14153,80,"manchester",24496
"2182",544670,71,NA,"manchester",124
"2183",545369,1,NA,"manchester",117295
"2184",549092,1,NA,"manchester",1
"2185",549376,16886,105,"manchester",29205
"2186",550106,2,NA,"manchester",13
"2187",550300,3,NA,"manchester",310449
"2188",550860,9,NA,"manchester",35
"2189",551313,1,NA,"manchester",565
"2190",552197,3,NA,"manchester",10
"2191",552656,58,NA,"manchester",67
"2192",553384,118,NA,"manchester",607
"2193",553735,1914,1,"manchester",1156726
"2194",554077,2,NA,"manchester",2
"2195",554191,1,NA,"manchester",709017
"2196",555391,64,NA,"manchester",94
"2197",558035,3,NA,"manchester",5
"2198",559157,29,NA,"manchester",35
"2199",559546,34,NA,"manchester",85
"2200",560507,187,NA,"manchester",4176
"2201",563041,294,NA,"manchester",741
"2202",563462,31,NA,"manchester",88
"2203",563773,606,3,"manchester",256357
"2204",565191,30,1,"manchester",174
"2205",565372,10,NA,"manchester",352
"2206",565589,1,NA,"manchester",1
"2207",567600,2,NA,"manchester",8
"2208",568551,1,NA,"manchester",2916
"2209",568581,26,3,"manchester",31
"2210",570551,39,2,"manchester",485876
"2211",570650,17,NA,"manchester",53
"2212",570866,147,1,"manchester",617
"2213",570880,17,NA,"manchester",1223
"2214",571415,118,NA,"manchester",187
"2215",572234,116,6,"manchester",209
"2216",573045,16,NA,"manchester",174
"2217",574654,90,2,"manchester",1554597
"2218",575417,261,NA,"manchester",1458
"2219",575573,43,NA,"manchester",54
"2220",575934,1,NA,"manchester",249700
"2221",576468,5970,NA,"manchester",24549
"2222",576677,5,NA,"manchester",12
"2223",576734,1,NA,"manchester",6
"2224",581181,4,NA,"manchester",20
"2225",581228,1,NA,"manchester",5
"2226",581746,8,NA,"manchester",19
"2227",582637,19,NA,"manchester",21
"2228",584753,27,NA,"manchester",54
"2229",586365,1,NA,"manchester",10
"2230",587111,1,NA,"manchester",13
"2231",587343,6,NA,"manchester",56
"2232",587497,14,NA,"manchester",18
"2233",589215,44,NA,"manchester",103
"2234",589645,16164,15,"manchester",74557
"2235",590140,29,NA,"manchester",69
"2236",591711,7,NA,"manchester",15
"2237",592389,1,NA,"manchester",2
"2238",593178,10,NA,"manchester",5404
"2239",594980,1,NA,"manchester",17
"2240",596626,535,15,"manchester",77249
"2241",596759,159,4,"manchester",325
"2242",598343,686,4,"manchester",1122
"2243",599469,652,21,"manchester",349916
"2244",600015,59,1,"manchester",66626
"2245",602230,1,NA,"manchester",1
"2246",605122,4,NA,"manchester",78550
"2247",605136,8,NA,"manchester",185
"2248",605569,7,NA,"manchester",7
"2249",605664,29,2,"manchester",79
"2250",605831,125,NA,"manchester",429
"2251",605957,4,NA,"manchester",16
"2252",607240,229,1,"manchester",403
"2253",607256,1,NA,"manchester",71
"2254",607399,2679,2,"manchester",306507
"2255",607440,61,NA,"manchester",155
"2256",607648,37353,414,"manchester",1131759
"2257",608346,2,NA,"manchester",6
"2258",608484,6,NA,"manchester",18
"2259",608760,1,NA,"manchester",27296
"2260",608891,46,NA,"manchester",2265
"2261",610772,6172,15,"manchester",9418
"2262",611983,560,3,"manchester",1590
"2263",612895,123,2,"manchester",191
"2264",613493,7,NA,"manchester",7
"2265",616000,129,NA,"manchester",55204
"2266",616311,2,NA,"manchester",1561
"2267",616749,1,NA,"manchester",1
"2268",616774,15,1,"manchester",433422
"2269",620115,2,NA,"manchester",2
"2270",620992,3,NA,"manchester",9
"2271",621115,13,NA,"manchester",30
"2272",621345,4,NA,"manchester",5
"2273",623867,37,NA,"manchester",1888
"2274",624251,10,NA,"manchester",25065
"2275",624588,11,NA,"manchester",22
"2276",624897,21,NA,"manchester",2183
"2277",624955,151,8,"manchester",203
"2278",626077,1,NA,"manchester",755
"2279",626954,6,NA,"manchester",15
"2280",627375,2636,NA,"manchester",178589
"2281",630267,7,NA,"manchester",20
"2282",630535,10,NA,"manchester",18
"2283",631986,95,NA,"manchester",180
"2284",632124,1632,76,"manchester",1300806
"2285",633750,217,28,"manchester",35394
"2286",636406,15,3,"manchester",434
"2287",636803,63,NA,"manchester",13219
"2288",638183,5,NA,"manchester",84651
"2289",640799,789,19,"manchester",1364
"2290",641476,39,NA,"manchester",801
"2291",642638,22,NA,"manchester",69
"2292",645297,507,13,"manchester",546
"2293",646152,31,NA,"manchester",36
"2294",648645,1,NA,"manchester",107132
"2295",648778,54,NA,"manchester",93
"2296",648829,3,NA,"manchester",117
"2297",650068,7,5,"manchester",29
"2298",650799,1,NA,"manchester",3
"2299",651869,3,NA,"manchester",1565208
"2300",651969,3,NA,"manchester",141
"2301",652095,24,NA,"manchester",55
"2302",654350,18,NA,"manchester",33
"2303",654937,105,NA,"manchester",191
"2304",657581,10,NA,"manchester",1430547
"2305",662989,6,NA,"manchester",12807
"2306",663101,570,2,"manchester",1132
"2307",663598,28,NA,"manchester",11767
"2308",664035,13,NA,"manchester",2855
"2309",664167,24,NA,"manchester",170
"2310",665248,6,NA,"manchester",21
"2311",665748,459,4,"manchester",3111827
"2312",668317,314,NA,"manchester",59432
"2313",670432,5,NA,"manchester",38
"2314",672490,246,5,"manchester",414
"2315",673026,4,NA,"manchester",6
"2316",673686,58,NA,"manchester",218
"2317",673780,2,NA,"manchester",5
"2318",675383,6,NA,"manchester",20
"2319",675614,66,NA,"manchester",3501
"2320",679056,9,NA,"manchester",42
"2321",679794,4,NA,"manchester",9
"2322",680121,3,NA,"manchester",17766
"2323",680571,9,NA,"manchester",14
"2324",681381,50,2,"manchester",50
"2325",685228,21,1,"manchester",46
"2326",686249,146,12,"manchester",186447
"2327",687237,1,NA,"manchester",119403
"2328",689876,1,NA,"manchester",2
"2329",692602,2,NA,"manchester",374374
"2330",693162,1,NA,"manchester",1
"2331",695468,4,NA,"manchester",14
"2332",697180,1,NA,"manchester",1
"2333",698193,17,1,"manchester",32
"2334",698632,1,NA,"manchester",7
"2335",699465,7,NA,"manchester",18
"2336",700170,4,NA,"manchester",8
"2337",700979,1,NA,"manchester",23
"2338",701357,25,1,"manchester",47
"2339",701616,2,NA,"manchester",10
"2340",705850,1477,18,"manchester",126152
"2341",708805,1,NA,"manchester",1
"2342",709568,5,5,"manchester",7
"2343",710580,36,1,"manchester",57
"2344",711187,4,NA,"manchester",82230
"2345",713626,5,NA,"manchester",39
"2346",713653,1,NA,"manchester",20
"2347",713669,18,4,"manchester",36
"2348",714383,96287,22,"manchester",777539
"2349",716637,38,NA,"manchester",31153
"2350",717717,1,NA,"manchester",2619
"2351",718897,3043,103,"manchester",4620
"2352",719181,5,NA,"manchester",19
"2353",719729,33,NA,"manchester",32378
"2354",722137,455,14,"manchester",20284959
"2355",722193,4265,NA,"manchester",4186334
"2356",724324,714,9,"manchester",8474
"2357",731617,211,2,"manchester",296
"2358",737509,1,NA,"manchester",1
"2359",767579,34,NA,"manchester",40
"2360",777434,4,NA,"manchester",15
"2361",779349,1,NA,"manchester",1
"2362",782982,25,NA,"manchester",26
"2363",790192,526,NA,"manchester",810
"2364",792708,1,NA,"manchester",1
"2365",811492,23,NA,"manchester",94
"2366",813385,323,NA,"manchester",643067
"2367",817315,1,NA,"manchester",197361
"2368",834411,368,2,"manchester",595
"2369",837005,9,NA,"manchester",12
"2370",839345,10,NA,"manchester",93
"2371",840452,50,1,"manchester",274
"2372",842068,1,1,"manchester",4
"2373",843826,2,NA,"manchester",303
"2374",847427,1,NA,"manchester",1
"2375",854058,1,NA,"manchester",1
"2376",855535,47,3,"manchester",10368
"2377",857608,19,NA,"manchester",59
"2378",858297,1,NA,"manchester",3
"2379",862935,3,NA,"manchester",12
"2380",862942,8,NA,"manchester",35
"2381",865861,12,NA,"manchester",1587
"2382",870372,112,NA,"manchester",4338
"2383",870531,9,1,"manchester",50
"2384",870861,9,NA,"manchester",18602393
"2385",872282,154,NA,"manchester",20971
"2386",873940,1701,27,"manchester",157690
"2387",889472,4,NA,"manchester",6
"2388",896914,4159,36,"manchester",5833
"2389",899203,53,NA,"manchester",111
"2390",900157,1,NA,"manchester",3
"2391",900987,22,NA,"manchester",22412
"2392",901366,1,NA,"manchester",7
"2393",908844,1,NA,"manchester",3
"2394",912433,1,NA,"manchester",317369
"2395",917581,8,NA,"manchester",14
"2396",921715,51,NA,"manchester",463
"2397",923101,2080,2,"manchester",2209
"2398",943860,73,1,"manchester",5277
"2399",950182,937,1,"manchester",654036
"2400",959834,27,NA,"manchester",1475
"2401",965935,240,9,"manchester",331
"2402",967832,245,NA,"manchester",679474
"2403",971034,30,NA,"manchester",32
"2404",971253,19,NA,"manchester",20
"2405",971269,1,NA,"manchester",2
"2406",971299,51,1,"manchester",58
"2407",971759,20,NA,"manchester",24
"2408",972017,20,NA,"manchester",36
"2409",972111,6,1,"manchester",17
"2410",972521,175,1,"manchester",423
"2411",973043,12,NA,"manchester",196
"2412",973583,2,NA,"manchester",5
"2413",973860,20,NA,"manchester",25
"2414",974258,52,NA,"manchester",65
"2415",974776,829,NA,"manchester",2471
"2416",974820,1,NA,"manchester",2
"2417",976991,234,8,"manchester",306
"2418",981790,263,4,"manchester",375
"2419",989915,15,NA,"manchester",17
"2420",990288,26,2,"manchester",56
"2421",995900,1,NA,"manchester",72
"2422",997917,2,NA,"manchester",2
"2423",1004044,1,NA,"manchester",6
"2424",1016290,62,NA,"manchester",1397027
"2425",1028284,791,3,"manchester",1367
"2426",1031109,8,NA,"manchester",10
"2427",1051550,3,NA,"manchester",143559
"2428",1065100,1,NA,"manchester",1
"2429",1082341,42,NA,"manchester",71
"2430",1086837,5,NA,"manchester",42
"2431",1091339,243,1,"manchester",66890
"2432",1092114,1,NA,"manchester",30439
"2433",1092654,7,NA,"manchester",8
"2434",1095955,12,1,"manchester",30
"2435",1098862,1125,NA,"manchester",71757
"2436",1102745,1,NA,"manchester",29073
"2437",1119200,2,NA,"manchester",8275
"2438",1125718,18,NA,"manchester",24
"2439",1136962,200,NA,"manchester",66103
"2440",1145376,31,2,"manchester",36
"2441",1148492,7,NA,"manchester",1744998
"2442",1149057,2,NA,"manchester",2272199
"2443",1161073,17,NA,"manchester",22897
"2444",1164552,5,NA,"manchester",37
"2445",1172802,244,12,"manchester",379
"2446",1173208,19,5,"manchester",26
"2447",1177217,288,2,"manchester",1510
"2448",1180468,1,NA,"manchester",3
"2449",1180904,2,NA,"manchester",4789
"2450",1183089,616,1,"manchester",27155
"2451",1184425,203,NA,"manchester",528
"2452",1190212,2,NA,"manchester",49421
"2453",1191591,27,NA,"manchester",126
"2454",1195315,302,1,"manchester",435
"2455",1196179,2,NA,"manchester",3
"2456",1197753,2,2,"manchester",2
"2457",1199559,11,NA,"manchester",20
"2458",1201958,1,NA,"manchester",7
"2459",1203156,62,9,"manchester",110
"2460",1206048,5,NA,"manchester",4539
"2461",1210645,67,2,"manchester",3187
"2462",1214104,90,NA,"manchester",112
"2463",1214354,19,NA,"manchester",31
"2464",1218812,17,NA,"manchester",194
"2465",1219875,133,NA,"manchester",239804
"2466",1222685,63,NA,"manchester",189
"2467",1223572,35,NA,"manchester",50
"2468",1223707,1,1,"manchester",3
"2469",1223734,10,NA,"manchester",11
"2470",1225823,14,NA,"manchester",61
"2471",1227175,2555,31,"manchester",81248
"2472",1233791,24,NA,"manchester",17126
"2473",1236976,5,NA,"manchester",103
"2474",1238559,107,NA,"manchester",15111
"2475",1240849,18,NA,"manchester",4463961
"2476",1241595,6,1,"manchester",340147
"2477",1245753,3936,NA,"manchester",11583
"2478",1249205,92,NA,"manchester",143151
"2479",1250388,1,NA,"manchester",84
"2480",1250960,8,NA,"manchester",51
"2481",1263066,90,NA,"manchester",179
"2482",1266459,316,5,"manchester",17317
"2483",1269743,86,NA,"manchester",116
"2484",1278962,40,5,"manchester",96
"2485",1285314,7,NA,"manchester",11
"2486",1290642,14,NA,"manchester",31
"2487",1293194,11,2,"manchester",699395
"2488",1293386,976,33,"manchester",948127
"2489",1296456,5,NA,"manchester",684
"2490",1302721,486,4,"manchester",1020895
"2491",1304456,5,NA,"manchester",10
"2492",1309107,1,NA,"manchester",45
"2493",1313226,2,NA,"manchester",30
"2494",1316995,6,NA,"manchester",31
"2495",1317558,28,NA,"manchester",247
"2496",1317730,99,NA,"manchester",102
"2497",1326809,475,11,"manchester",743
"2498",1343344,137,5,"manchester",310
"2499",1352470,2,NA,"manchester",3
"2500",1357493,1,NA,"manchester",3
"2501",1373362,85,1,"manchester",150
"2502",1375228,10,1,"manchester",61
"2503",1376064,182,NA,"manchester",23153
"2504",1380721,11,NA,"manchester",38828
"2505",1383062,159,NA,"manchester",15975
"2506",1383105,9,NA,"manchester",20237
"2507",1388075,4,NA,"manchester",114575
"2508",1390892,2,NA,"manchester",1145
"2509",1398924,1,NA,"manchester",8
"2510",1403800,28,NA,"manchester",59
"2511",1405378,1,NA,"manchester",3
"2512",1407799,8,3,"manchester",21
"2513",1411269,3450,6,"manchester",4879
"2514",1415709,1,NA,"manchester",2
"2515",1418137,2,NA,"manchester",230843
"2516",1418828,26,1,"manchester",75
"2517",1420318,152,NA,"manchester",345451
"2518",1424448,5,NA,"manchester",17606
"2519",1428880,21,NA,"manchester",47
"2520",1429414,1,NA,"manchester",1
"2521",1429431,4,1,"manchester",4
"2522",1429910,12,1,"manchester",45
"2523",1430086,5,NA,"manchester",9
"2524",1443767,1,NA,"manchester",2001698
"2525",1448930,262,2,"manchester",12035
"2526",1455374,1,NA,"manchester",1
"2527",1467389,11,1,"manchester",102
"2528",1467674,11,NA,"manchester",55
"2529",1476041,17,NA,"manchester",20
"2530",1484641,1,NA,"manchester",2160
"2531",1486839,1,NA,"manchester",5054
"2532",1487931,2,NA,"manchester",69
"2533",1511813,83,NA,"manchester",313
"2534",1520385,9,NA,"manchester",17
"2535",1525970,17,NA,"manchester",1851
"2536",1531205,4,NA,"manchester",12
"2537",1532077,106,2,"manchester",173
"2538",1532883,299,4,"manchester",32991
"2539",1537441,9,NA,"manchester",106230
"2540",1544013,8,NA,"manchester",15
"2541",1550514,44,NA,"manchester",70
"2542",1556311,1,NA,"manchester",12
"2543",1557003,1,NA,"manchester",147
"2544",1560528,1,NA,"manchester",7
"2545",1579300,7,NA,"manchester",19
"2546",1595880,3,NA,"manchester",25154
"2547",1617449,14,NA,"manchester",328263
"2548",1621168,15,NA,"manchester",19
"2549",1624486,2,NA,"manchester",571347
"2550",1638032,12,NA,"manchester",38
"2551",1639277,115,1,"manchester",33941
"2552",1639428,2,NA,"manchester",2
"2553",1649374,1,NA,"manchester",10
"2554",1657976,138,NA,"manchester",287
"2555",1660537,2626,15,"manchester",3085
"2556",1662893,3,NA,"manchester",5
"2557",1665677,15,1,"manchester",53
"2558",1668446,127,NA,"manchester",135
"2559",1680091,402,3,"manchester",56116
"2560",1683417,28,2,"manchester",50
"2561",1683540,1,NA,"manchester",9737
"2562",1687166,12,NA,"manchester",400301
"2563",1694160,114,NA,"manchester",180
"2564",1694420,9,NA,"manchester",131406
"2565",1700709,1,NA,"manchester",1
"2566",1703473,125,1,"manchester",9446
"2567",1704593,2,NA,"manchester",25
"2568",1706673,1,1,"manchester",1
"2569",1707383,47,NA,"manchester",54
"2570",1707731,12,NA,"manchester",98
"2571",1711634,4,NA,"manchester",4
"2572",1714976,11,NA,"manchester",281
"2573",1715184,3,NA,"manchester",42
"2574",1716089,25,NA,"manchester",63
"2575",1718823,4260,5,"manchester",4710
"2576",1723873,12,NA,"manchester",21
"2577",1723996,6306,NA,"manchester",8393
"2578",1731253,43,2,"manchester",251027
"2579",1733561,307,1,"manchester",1368
"2580",1733997,6352,1,"manchester",103812
"2581",1734589,38,2,"manchester",156
"2582",1742769,18,NA,"manchester",30
"2583",1743054,2,NA,"manchester",2
"2584",1744028,8,NA,"manchester",8
"2585",1751737,1,NA,"manchester",700677
"2586",1753294,3,NA,"manchester",5
"2587",1759524,25,NA,"manchester",12301
"2588",1771107,2,NA,"manchester",22377
"2589",1778799,55,2,"manchester",1493564
"2590",1779791,1,NA,"manchester",242
"2591",1783785,2,NA,"manchester",288191
"2592",1790891,3328,22,"manchester",4304
"2593",1791529,721,4,"manchester",1984
"2594",1791547,261,NA,"manchester",1860
"2595",1793508,30,3,"manchester",677
"2596",1798219,5,NA,"manchester",291
"2597",1798281,1,NA,"manchester",11
"2598",1799137,13,NA,"manchester",18
"2599",1800249,2,1,"manchester",2
"2600",1800352,1,NA,"manchester",1
"2601",1800823,50,NA,"manchester",429704
"2602",1801024,152,NA,"manchester",211
"2603",1802093,624,6,"manchester",54692
"2604",1804760,404,1,"manchester",747
"2605",1805478,4,NA,"manchester",4888
"2606",1807339,2,1,"manchester",812
"2607",1807469,30,NA,"manchester",71
"2608",1807538,94,NA,"manchester",161
"2609",1816152,1,NA,"manchester",3
"2610",1817182,85,NA,"manchester",103
"2611",1818794,8,NA,"manchester",21
"2612",1819965,1,NA,"manchester",2
"2613",1821747,8,1,"manchester",243
"2614",1822230,5,NA,"manchester",6
"2615",1822315,12,NA,"manchester",1034
"2616",1826142,31,1,"manchester",72130
"2617",1827808,1,NA,"manchester",5
"2618",1828642,6,NA,"manchester",14
"2619",1829683,24,1,"manchester",3356771
"2620",1829963,1,NA,"manchester",8311
"2621",1830192,433,NA,"manchester",956350
"2622",1832883,3,NA,"manchester",4686826
"2623",1834625,172,1,"manchester",4364
"2624",1836312,9,NA,"manchester",10
"2625",1836349,2,NA,"manchester",9
"2626",1836471,1,NA,"manchester",1631
